#T eMean sigmaE mMean sigmaM 
3.796000 624.000000 1321.593750 49.400002 640.839783
3.792000 603.600037 1111.777100 48.199997 885.160217
3.788000 607.199951 4754.594238 79.599998 1847.040405
3.784000 623.200012 1445.776001 42.000000 480.800293
3.780000 626.400024 803.821899 57.200001 3285.760010
3.776000 607.200012 2693.739014 62.599998 583.240173
3.772000 598.800049 2860.907715 37.399998 560.040222
3.768000 580.000061 2371.147949 59.000004 984.199280
3.764000 627.599976 2123.083252 66.600006 1664.839600
3.760000 646.400024 4976.633301 69.600006 2903.839600
3.756000 624.000000 4435.187500 66.399994 3147.841064
3.752000 644.399963 4724.687012 49.599998 1007.039856
3.748000 636.799988 1282.588013 50.400005 695.839722
3.744000 634.000000 3290.406250 56.199997 643.560608
3.740000 614.800049 3929.681152 72.799995 2792.160645
3.736000 615.599976 4174.263672 44.600002 1690.439453
3.732000 653.199951 4729.823730 69.400002 3824.040283
3.728000 612.399963 2116.691162 85.000008 1258.599243
3.724000 626.000000 2701.593750 41.200001 587.359985
3.720000 611.599976 2295.844971 26.400000 339.840057
3.716000 595.200012 1775.351685 47.799999 713.159851
3.712000 575.599976 4251.074219 46.200001 1601.959839
3.708000 594.799988 1216.161987 68.599998 2086.440186
3.704000 634.000000 2189.593750 64.800003 2025.759888
3.700000 598.399963 2624.671387 68.599998 3227.240479
3.696000 634.000000 1533.625000 55.200001 1101.760254
3.692000 620.799927 4965.826172 42.800003 598.559875
3.688000 640.000000 2019.218750 67.800003 1373.959839
3.684000 619.200012 2578.532471 49.600002 1321.439819
3.680000 648.400024 1617.408325 58.200001 2377.960205
3.676000 632.000000 2201.593750 46.799999 1612.160034
3.672000 599.599976 599.869263 42.799999 1580.160278
3.668000 659.599976 1774.247192 83.200005 2647.359863
3.664000 619.200012 2092.157471 34.200001 501.160004
3.660000 645.200012 2044.944214 63.400002 2334.439697
3.656000 658.800049 4208.089355 32.400002 574.239929
3.652000 628.799988 1909.762817 50.600002 1606.440063
3.648000 630.799927 3481.827393 40.599998 868.040039
3.644000 649.999939 2669.673096 58.799999 1841.760254
3.640000 630.400024 3351.028076 78.799995 2654.560791
3.636000 608.799988 2437.793701 67.000000 2942.600586
3.632000 663.200012 2668.150146 54.999996 892.999939
3.628000 658.000000 1252.000000 67.800003 2326.759277
3.624000 676.400024 1745.413208 39.000000 307.400024
3.620000 652.399963 2081.475342 40.999996 2262.600342
3.616000 611.599976 3169.469971 66.000000 2258.400391
3.612000 638.000000 1069.625000 55.999996 1024.800171
3.608000 627.599976 2270.302002 49.600002 1087.039429
3.604000 669.999939 4244.081543 61.799995 1337.160522
3.600000 652.800049 1138.471191 37.400002 1677.640015
3.596000 644.000061 2489.515137 76.599998 2571.239990
3.592000 676.000000 3427.187500 93.000008 3605.000488
3.588000 620.000000 3398.406250 27.000000 704.200073
3.584000 651.199951 2015.404785 56.799995 1216.960205
3.580000 648.799988 1506.544556 67.199997 1672.960693
3.576000 641.599976 922.283813 42.400002 803.039917
3.572000 649.199951 672.204651 62.799995 1310.560425
3.568000 664.400024 1886.201294 80.199997 2120.359863
3.564000 658.000000 5501.625000 69.000000 2404.200195
3.560000 656.800049 2421.695801 71.000000 1557.799805
3.556000 654.799988 713.757263 44.400002 464.640106
3.552000 647.599976 5367.865234 47.000000 1652.200195
3.548000 685.600037 3008.589844 60.199997 2236.360352
3.544000 676.799988 4220.182617 51.599998 721.440430
3.540000 656.799988 1980.182251 65.400002 3349.640137
3.536000 674.000000 2119.187500 83.000000 5056.200195
3.532000 658.799988 1660.982300 34.799999 260.160004
3.528000 666.399963 2330.307617 59.599998 2321.440186
3.524000 684.399963 2855.908936 57.599998 963.039978
3.520000 666.399963 4199.120117 26.200001 382.760040
3.516000 696.400024 4497.412109 74.000000 3080.799805
3.512000 676.799988 1576.963989 44.800003 1089.759766
3.508000 662.400024 3200.614014 46.399998 1304.640015
3.504000 664.399963 2587.094971 56.599998 2857.640381
3.500000 631.599976 3396.658447 74.400002 1916.639282
3.496000 676.399963 1374.308350 58.800003 3166.559570
3.492000 697.199951 2224.228027 81.000000 1149.800293
3.488000 662.000061 2903.106689 47.800003 749.959778
3.484000 669.599976 2115.904053 92.399994 3011.041992
3.480000 685.999939 3354.489990 62.399998 1609.440430
3.476000 678.000000 2269.625000 89.600006 3120.639648
3.472000 659.200012 2805.718994 61.600002 1592.639404
3.468000 715.600037 1438.181396 76.599998 4229.640625
3.464000 687.199951 2623.445801 80.400002 2115.839844
3.460000 671.600037 3156.578369 66.000000 1012.000000
3.456000 686.399963 2247.090332 51.600002 2567.839600
3.452000 703.600037 3828.613525 75.599998 2336.639648
3.448000 685.999939 1799.302490 85.199997 4520.960449
3.444000 677.200012 2713.768555 39.399998 1041.640137
3.440000 682.799988 1126.582886 75.000000 2431.399902
3.436000 709.599976 3619.906006 58.400002 988.640015
3.432000 696.000000 2812.781250 39.600002 892.639893
3.428000 708.799927 1202.663818 61.599998 2170.239990
3.424000 673.200012 5225.743652 66.000008 2528.798340
3.420000 711.200012 2248.948975 82.400002 3424.640137
3.416000 708.800049 3589.678223 89.199997 6335.358398
3.412000 727.200012 4328.954590 69.800003 2403.559570
3.408000 685.200012 2704.162109 73.600006 1497.439453
3.404000 700.799988 4405.751953 76.400002 2980.640381
3.400000 679.600037 2417.384033 58.599998 2858.440186
3.396000 686.399963 2215.090332 64.600006 1929.639038
3.392000 704.799988 2828.164795 68.599998 1839.239868
3.388000 721.599976 3760.725342 72.199997 2782.760498
3.384000 684.000000 3801.625000 58.600002 1756.039673
3.380000 711.199951 3394.629395 72.799995 1731.359863
3.376000 704.399963 2263.910400 76.999992 4372.200195
3.372000 710.400024 2637.430420 60.000000 2319.199707
3.368000 694.399963 2864.722168 55.999996 1264.000366
3.364000 714.399963 4560.692383 71.200005 2361.759521
3.360000 696.000000 2204.812500 55.200001 1243.359863
3.356000 706.799988 4809.777344 66.800003 2592.158936
3.352000 749.200012 1856.154175 68.199997 1238.760376
3.348000 712.400024 3252.611572 95.400002 2158.439209
3.344000 740.400085 2487.713379 67.799995 2635.560059
3.340000 748.799988 2853.828369 90.599998 5064.040527
3.336000 756.000000 1974.375000 65.200005 1999.359253
3.332000 728.400024 3870.154541 72.999992 3120.201416
3.328000 754.399963 1763.882812 62.800003 2330.559570
3.324000 716.399963 3188.686279 50.200001 2291.559570
3.320000 707.200012 3640.955322 88.199997 3252.360107
3.316000 731.199951 4479.443848 83.799995 2897.961182
3.312000 751.600037 1678.197510 63.600002 2062.239990
3.308000 720.800049 2597.695801 51.599998 887.840332
3.304000 707.200073 2863.243896 50.799999 1740.960205
3.300000 756.400024 3329.440674 89.599991 2802.242920
3.296000 698.000061 2480.696045 45.600002 1064.640015
3.292000 722.400024 3287.017334 38.000000 1146.399902
3.288000 738.400024 1757.403931 99.200005 2957.759521
3.284000 769.200012 1564.966187 65.800003 3296.359619
3.280000 763.199890 3660.302734 62.600002 1432.039551
3.276000 760.799927 1727.408936 46.400002 560.639954
3.272000 731.200012 2453.729736 64.800003 2913.759521
3.268000 778.799988 3820.954102 65.000000 1875.399902
3.264000 768.400024 1623.839966 76.400002 1527.039795
3.260000 754.000000 2535.187500 79.599998 1283.840698
3.256000 730.399963 2951.081055 45.800003 701.959839
3.252000 778.000000 525.625000 57.600002 1202.239746
3.248000 755.200073 4661.662109 63.000004 4173.799316
3.244000 731.599915 1476.752563 59.600002 1276.640015
3.240000 778.399963 2541.434570 63.399998 1476.040405
3.236000 755.599976 2155.052002 79.400002 2868.839844
3.232000 756.800049 3189.686035 58.799995 984.960938
3.228000 740.000000 2374.375000 80.000000 3571.200195
3.224000 722.000000 2253.593750 73.599998 3740.639893
3.220000 764.000000 4675.250000 87.599991 3020.642090
3.216000 792.799988 4098.554199 105.400002 4683.239258
3.212000 768.800049 6588.109863 85.400002 2190.439453
3.208000 708.799988 2044.171021 59.799999 2699.559814
3.204000 767.199890 2332.391113 73.200005 3154.560059
3.200000 737.200012 2534.579590 84.600006 1168.838989
3.196000 777.200073 6732.796387 98.200005 5266.759277
3.192000 724.399963 1758.255615 66.799995 1778.560425
3.188000 772.800049 2684.084473 70.799995 4390.560059
3.184000 757.600037 1498.184570 58.799999 1308.960449
3.180000 768.800049 1884.047363 58.399998 4267.840332
3.176000 720.400085 4858.935547 41.800003 835.559814
3.172000 759.600037 3342.221924 66.800003 1698.559448
3.168000 777.599976 3143.090576 78.000008 4371.198242
3.164000 781.599976 3479.040771 91.600006 6876.640137
3.160000 774.000000 3754.375000 115.199997 3933.761475
3.156000 782.000000 3117.562500 110.199997 5648.358887
3.152000 782.399963 4058.297363 55.599995 1281.440918
3.148000 811.599976 2740.729736 95.199997 4047.362061
3.144000 801.200073 729.630127 84.200005 3727.559326
3.140000 802.400024 2269.450928 82.600006 2863.239014
3.136000 814.399902 5088.798828 81.800003 4179.560059
3.132000 806.400024 1767.000610 89.800003 3719.560059
3.128000 774.799988 3523.354004 95.399994 5611.241699
3.124000 812.400024 3767.825439 64.200005 2355.560059
3.120000 795.200012 2124.128174 111.400002 3049.639160
3.116000 813.600037 3050.230469 110.999992 4380.200684
3.112000 796.000000 3654.437500 79.199997 4028.161377
3.108000 788.799927 1154.675537 79.000000 3848.200195
3.104000 810.000000 1892.000000 74.199997 2413.160156
3.100000 807.599976 4974.341797 71.599998 2931.840088
3.096000 806.799988 3613.029785 114.800003 5356.160645
3.092000 782.800049 3577.708496 73.599998 889.440125
3.088000 775.599976 2875.052979 84.800003 2301.760254
3.084000 820.400024 2190.175049 55.000000 2545.799805
3.080000 770.400024 3978.239990 58.200001 1337.960083
3.076000 811.200012 2956.165283 91.400002 2204.039795
3.072000 796.799988 1244.154419 85.199997 1466.560181
3.068000 848.800049 3845.664551 112.199989 10357.162109
3.064000 804.000061 1673.526855 84.400009 1597.439209
3.060000 806.399963 5143.099121 48.599998 1023.240112
3.056000 836.799988 2284.155518 110.000008 7855.998535
3.052000 806.800049 1644.868652 100.599998 2983.240967
3.048000 783.200012 3020.115967 89.800003 3752.358887
3.044000 822.000000 1117.562500 80.000000 4286.400391
3.040000 807.599976 5364.654297 118.800003 4859.359863
3.036000 819.199951 3417.064941 113.200005 6402.557617
3.032000 795.600037 1950.144287 119.199997 6388.962402
3.028000 828.400085 5687.673340 80.000000 2843.200195
3.024000 836.400024 2836.624268 64.000000 2985.600098
3.020000 855.599976 3003.056885 115.000000 8877.798828
3.016000 858.400024 864.585571 62.600002 2130.439453
3.012000 822.399963 2682.300293 105.800003 5913.958984
3.008000 858.399902 3488.857666 75.199997 3602.562012
3.004000 810.800049 3190.468262 82.600006 1929.639404
3.000000 801.199890 4489.985840 80.200005 4277.958496
2.996000 834.400024 1949.411743 107.000000 5189.000000
2.992000 833.200012 2489.677246 70.199997 1426.760742
2.988000 856.799988 5189.718262 107.599998 5257.439453
2.984000 837.200012 3388.952148 80.599998 3327.240723
2.980000 850.000000 3050.437500 117.399986 9270.444336
2.976000 799.599976 3108.691650 78.000000 4150.400391
2.972000 811.599976 5364.666992 90.599998 2849.639404
2.968000 841.200012 5248.102051 104.199997 1869.160400
2.964000 829.200012 1724.902222 89.799995 4873.959961
2.960000 872.800049 4716.074707 113.000000 4933.000000
2.956000 828.799988 1500.205200 102.599998 1704.840942
2.952000 878.800049 2307.286621 123.200005 4200.959961
2.948000 881.200012 2659.288574 74.399994 2562.240967
2.944000 867.199951 1628.244629 114.199997 5852.360840
2.940000 874.399963 4067.954102 75.200005 4023.359619
2.936000 871.600098 3502.082275 72.400002 2872.639648
2.932000 893.600037 2262.974609 87.599998 1527.839844
2.928000 861.200012 2710.476562 87.800003 5075.559082
2.924000 884.399963 1867.142334 83.199997 1930.560303
2.920000 876.800049 2485.674316 86.000000 5527.200195
2.916000 864.400024 2718.222900 123.600006 6725.438965
2.912000 868.400024 2311.835205 78.400002 3274.239502
2.908000 898.800049 6243.222168 160.199997 4159.562500
2.904000 865.599976 4608.744629 102.599998 3470.439453
2.900000 876.000000 3526.375000 91.999992 2111.201660
2.896000 902.399963 7754.306152 97.200005 8812.159180
2.892000 887.199951 3013.809082 78.800003 3272.161133
2.888000 874.399963 3411.954102 94.000000 6106.399414
2.884000 917.200012 3894.575195 124.800003 4281.760254
2.880000 928.400024 4564.519531 98.400009 3254.239014
2.876000 869.599976 2109.382568 123.599998 9397.440430
2.872000 905.200012 5740.937988 91.799995 8264.360352
2.868000 883.999939 3660.920410 101.599998 5778.240234
2.864000 852.000000 1750.375000 155.800003 3651.558350
2.860000 895.600037 6747.011719 82.799995 5008.160645
2.856000 900.399963 3739.093506 89.999992 3405.601074
2.852000 900.799988 4697.006836 82.200005 2417.958984
2.848000 929.600037 2918.959473 124.799995 3292.162354
2.844000 877.200012 2144.076172 96.000008 8272.798828
2.840000 911.200073 2690.426514 115.400002 4729.640625
2.836000 945.200012 2518.499512 101.800003 5556.358887
2.832000 900.799927 4527.554688 102.800003 7528.159180
2.828000 899.200012 4284.087891 119.200005 5145.759277
2.824000 893.999939 1629.671631 111.400009 8124.836914
2.820000 913.599976 4112.709473 120.199997 7070.759766
2.816000 923.600037 2433.409912 103.800003 7231.559570
2.812000 892.799988 5129.056641 91.600006 4123.839355
2.808000 931.200012 1599.349731 107.600006 3563.037598
2.804000 911.600037 2855.748291 120.000000 2547.199219
2.800000 942.000061 4656.759766 109.400002 12906.438477
2.796000 942.000000 3012.000000 79.000008 3876.998779
2.792000 952.799988 5471.433105 89.400002 7340.840820
2.788000 945.600037 4445.383301 129.400009 4702.438477
2.784000 974.400024 5386.279785 151.600006 9972.637695
2.780000 966.000061 2253.507080 136.000000 14420.000000
2.776000 979.200012 6303.335938 96.399994 6723.839844
2.772000 968.400085 6078.024414 132.199982 8873.165039
2.768000 941.600037 6608.558594 121.600006 8792.637695
2.764000 988.399963 3399.824951 92.799995 6216.960449
2.760000 969.599976 6032.762207 85.399994 6467.241211
2.756000 951.200012 2120.911865 92.399986 4375.843262
2.752000 930.000061 4643.886230 120.000008 8513.599609
2.748000 977.200012 2345.823730 124.799995 3997.760010
2.744000 962.400024 9059.818359 142.600006 23284.839844
2.740000 960.000000 2291.250000 46.400002 1004.639709
2.736000 987.200012 3208.948486 133.000000 4857.000000
2.732000 975.599976 2052.625244 127.400002 7849.640137
2.728000 986.399963 3130.237305 78.200005 4792.358887
2.724000 989.200073 3446.465088 193.800003 6118.761719
2.720000 894.400024 5981.346191 85.400002 5095.240234
2.716000 982.000061 3552.755127 107.800003 5641.159180
2.712000 980.400085 2561.359863 182.000015 9051.994141
2.708000 942.000061 7994.322266 125.200005 7523.359375
2.704000 974.799988 3779.358887 115.599991 3799.042480
2.700000 955.599915 1777.678345 118.999992 7730.601562
2.696000 978.000000 5021.625000 138.199997 10568.362305
2.692000 991.599976 2721.551025 135.199997 14600.160156
2.688000 989.600037 3190.955078 143.000000 4306.601562
2.684000 962.399963 4179.935547 124.000008 6869.599609
2.680000 1015.599915 8785.625977 145.600006 11559.837891
2.676000 1022.799988 7750.560059 96.599991 5224.842285
2.672000 983.200012 6236.235840 134.199997 9501.959961
2.668000 1002.799988 5833.747070 121.199989 4902.562500
2.664000 1014.400085 5942.904297 163.399994 8019.238770
2.660000 1031.599976 3895.990479 177.800003 10922.756836
2.656000 1006.000061 4167.064453 111.199997 6228.960938
2.652000 994.799988 4707.421875 122.400002 7050.239746
2.648000 1026.399902 3408.865479 124.800011 8361.759766
2.644000 994.400024 1751.028931 106.600006 6537.637695
2.640000 1025.199951 9581.060547 133.199997 12224.961914
2.636000 1078.400024 5709.387207 95.800003 10403.560547
2.632000 1001.200012 4483.285645 168.800003 5848.961426
2.628000 1027.999878 4675.500977 151.199997 8138.559082
2.624000 1076.000000 5593.625000 189.800003 31816.357422
2.620000 1043.199951 6034.611816 222.000000 17912.000000
2.616000 1062.000122 3738.115723 156.600006 10972.036133
2.612000 1042.799927 2963.437744 159.000000 12965.796875
2.608000 1046.800049 6294.532715 238.999985 15129.811523
2.604000 1058.800049 6409.706543 114.000000 6047.199219
2.600000 1053.600098 2838.834229 170.399994 7641.439941
2.596000 1024.799927 2303.485107 100.599998 5658.439941
2.592000 1077.200073 11625.501953 208.400009 31851.833984
2.588000 1051.199951 2316.287598 112.999992 5665.802734
2.584000 1023.200073 3164.110107 112.600006 6111.238770
2.580000 1041.200073 3539.157471 127.599998 4389.439453
2.576000 1090.000122 6960.608887 155.399994 18935.240234
2.572000 1098.399902 6416.779297 172.800003 8380.159180
2.568000 1075.200073 6735.177734 150.999985 6373.805176
2.564000 1145.200073 3344.042236 217.599991 40711.843750
2.560000 1109.200073 3632.072510 144.199997 20132.357422
2.556000 1105.600098 1571.674072 107.200005 6688.959961
2.552000 1107.199951 5445.768066 179.000000 15834.601562
2.548000 1028.800049 2386.459473 149.600006 7666.236816
2.544000 1106.399902 5108.005859 189.599991 10966.242188
2.540000 1084.000122 5628.610352 225.799988 25193.966797
2.536000 1098.400024 3639.011475 229.000000 8467.402344
2.532000 1101.199951 3763.417480 242.199982 30037.964844
2.528000 1137.200073 5433.618652 275.000000 27898.601562
2.524000 1147.999878 3408.280273 270.200012 24464.359375
2.520000 1104.400024 4250.960938 284.000000 19368.804688
2.516000 1158.800049 5603.196777 325.400024 11148.824219
2.512000 1088.000000 2310.500000 162.399994 16015.835938
2.508000 1160.799927 10706.780273 174.000000 25856.796875
2.504000 1108.400024 1876.510864 154.199997 12000.361328
2.500000 1117.599976 3987.919678 206.599991 6175.248535
2.496000 1166.000000 8087.250000 273.000000 38131.398438
2.492000 1138.400024 5574.884277 217.400009 18249.634766
2.488000 1116.000000 1456.000000 138.799988 11399.364258
2.484000 1136.000000 6096.000000 242.599991 20872.845703
2.480000 1164.000000 5193.625000 190.000000 30817.601562
2.476000 1137.599976 7309.420410 181.399994 14288.041992
2.472000 1181.600098 3590.834229 252.200012 16029.154297
2.468000 1180.400024 1543.907349 220.000000 17533.593750
2.464000 1184.000000 13615.875000 173.600006 27306.236328
2.460000 1110.400024 5002.160645 131.399994 7496.842285
2.456000 1191.999878 6675.541016 284.399994 30046.244141
2.452000 1176.400024 3623.857666 214.000000 13756.003906
2.448000 1233.599976 11696.725586 364.200012 41207.554688
2.444000 1160.000122 4774.091797 188.599991 9153.644531
2.440000 1205.199951 2768.202637 201.799973 16896.373047
2.436000 1216.800049 4901.641113 254.999985 32814.609375
2.432000 1187.200073 12005.611328 296.400024 28347.025391
2.428000 1185.600098 6058.033203 189.800003 25239.556641
2.424000 1182.000000 5066.375000 177.199997 23597.765625
2.420000 1213.199951 7193.878418 299.399994 43132.050781
2.416000 1208.800049 6786.441895 392.800018 18588.162109
2.412000 1226.400024 8762.105469 314.599976 41711.261719
2.408000 1227.199951 5663.404785 339.799988 16061.968750
2.404000 1242.800049 10841.664062 412.200012 35372.351562
2.400000 1210.000000 3607.250000 193.400009 16441.638672
2.396000 1258.000000 8269.750000 431.799988 49104.363281
2.392000 1261.600098 7974.818359 320.200012 40828.359375
2.388000 1243.599976 8011.100586 349.399994 43098.441406
2.384000 1198.800049 3760.067871 262.600006 19854.439453
2.380000 1226.000000 7012.000000 257.600006 34790.246094
2.376000 1276.000122 7686.188477 357.199982 66276.968750
2.372000 1224.000000 7190.375000 347.799988 47926.761719
2.368000 1288.800049 14242.434570 439.400024 33056.804688
2.364000 1261.999878 4513.183105 359.400024 30595.232422
2.360000 1279.599976 6695.902344 369.200012 31545.742188
2.356000 1333.199829 4861.340820 554.799988 11310.567383
2.352000 1285.200073 10828.771484 338.200012 41180.343750
2.348000 1343.999878 7677.078125 521.000000 42476.187500
2.344000 1300.799927 9282.675781 388.000000 35145.578125
2.340000 1311.199951 9820.188477 480.999969 38204.218750
2.336000 1369.200073 6185.534668 463.200012 54682.593750
2.332000 1358.000000 4263.125000 538.000000 35322.406250
2.328000 1310.400146 8509.081055 484.399963 36847.863281
2.324000 1379.200073 12335.158203 571.999939 33233.664062
2.320000 1332.000000 21987.125000 380.399994 85422.218750
2.316000 1399.599976 14631.908203 549.200012 56702.566406
2.312000 1371.199951 7727.443848 511.200012 41317.765625
2.308000 1416.400024 4788.595703 582.000000 59206.406250
2.304000 1372.800049 7909.650879 580.000000 37740.000000
2.300000 1394.800049 7212.698730 579.200012 9829.751953
2.296000 1383.199951 14623.520508 463.199982 79908.992188
2.292000 1419.199951 8677.874023 572.200012 25282.708984
2.288000 1509.600098 7677.044922 751.599976 9128.726562
2.284000 1414.800049 4431.946777 550.799988 52384.968750
2.280000 1434.000000 8583.250000 594.400024 35371.015625
2.276000 1500.000122 15180.383789 743.800049 14310.674805
2.272000 1472.399902 6891.277344 694.599976 18931.248047
2.268000 1516.400024 5732.715820 736.799988 7465.777832
2.264000 1496.800049 9960.864258 731.599976 9730.288086
2.260000 1497.600098 3190.697510 720.799988 10982.565430
2.256000 1508.400024 5783.866211 740.600037 9345.585938
2.252000 1494.800049 8579.314453 681.200073 18696.054688
2.248000 1499.200073 5707.890625 726.400024 7527.816895
2.244000 1512.399902 8417.785156 730.200012 14985.192383
2.240000 1513.599976 13792.864258 753.000061 10512.908203
2.236000 1546.799927 3433.986572 794.800049 2657.757324
2.232000 1543.599976 5259.115234 798.600037 2841.543945
2.228000 1535.199951 4818.609863 719.799988 23413.166016
2.224000 1594.000122 5747.860840 824.799988 3867.355225
2.220000 1522.000000 9296.750000 713.000000 22782.625000
2.216000 1560.799927 8281.338867 777.999939 8192.094727
2.212000 1567.200073 9358.930664 790.600037 7875.144531
2.208000 1569.599976 1360.416626 769.799988 12837.166016
2.204000 1470.400024 7491.768066 711.200012 23663.292969
2.200000 1573.600098 2950.732666 786.000000 4395.250000
2.196000 1596.400024 7207.711914 814.799988 4691.354980
2.192000 1576.400024 4260.712891 805.200012 3390.565430
2.188000 1564.399902 5768.195312 785.799988 12212.378906
2.184000 1613.599854 7505.262695 813.199951 7982.651855
2.180000 1627.199951 3673.318848 849.799927 1695.709473
2.176000 1600.399902 7502.402344 828.600037 6116.729492
2.172000 1614.000000 5239.250000 825.200012 9132.189453
2.168000 1653.600098 2393.717041 857.400085 2115.968506
2.164000 1642.400024 6019.659668 857.599976 2562.281982
2.160000 1656.800049 9941.348633 857.999939 5579.354492
2.156000 1674.800049 4285.046387 871.400085 2539.891113
2.152000 1629.599854 5233.317383 846.799988 1139.343140
2.148000 1665.199951 3033.872559 859.800049 1149.875977
2.144000 1638.400024 9799.110352 830.199890 4079.767334
2.140000 1689.599976 4637.422363 872.200012 2737.826172
2.136000 1672.400024 4090.908447 873.000000 2503.437500
2.132000 1655.199951 2034.871582 855.800049 1758.713867
2.128000 1633.600098 5020.970703 850.000000 3033.625000
2.124000 1705.600220 5235.140625 888.199951 2042.846680
2.120000 1680.800049 2267.945801 880.599976 996.932983
2.116000 1668.000000 2016.000000 875.800049 457.899475
2.112000 1714.800049 748.542542 893.399963 769.755432
2.108000 1698.000122 3014.835449 871.200073 2686.432373
2.104000 1690.400024 4381.257324 869.400024 2854.472656
2.100000 1668.400024 7729.608398 874.200012 1873.151123
2.096000 1711.199829 3702.394775 900.000000 906.312500
2.092000 1729.199951 11251.529297 904.799927 2783.467529
2.088000 1664.800049 3816.547363 870.599976 1922.432495
2.084000 1728.000000 3852.750000 907.000061 1282.514282
2.080000 1718.000000 868.000000 905.200012 391.375397
2.076000 1700.800049 3848.693848 882.799988 2364.931641
2.072000 1739.200073 2850.105225 910.799988 853.757263
2.068000 1730.000000 5373.750000 900.399963 2771.093506
2.064000 1708.000000 4902.500000 894.599976 1545.696167
2.060000 1780.000000 1849.250000 933.200012 266.612213
2.056000 1767.599976 3940.826416 927.000061 438.511841
2.052000 1771.599976 2545.526611 928.799988 416.957672
2.048000 1750.799927 4153.866699 917.799988 1032.307373
2.044000 1743.599976 3086.375244 911.199951 713.023987
2.040000 1755.199951 2748.381348 913.800049 1064.220703
2.036000 1755.999878 2627.928711 917.399963 611.307190
2.032000 1802.000122 2627.560059 940.600037 619.133606
2.028000 1782.800049 1766.735840 930.399963 263.095642
2.024000 1784.000122 956.314453 935.599976 154.310684
2.020000 1784.799927 1567.471436 931.599976 806.297974
2.016000 1787.200073 1944.898193 938.799988 436.957916
2.012000 1761.999878 3117.930176 922.000061 669.512451
2.008000 1783.200073 1807.248779 932.199951 430.001038
2.004000 1773.199951 2697.933105 933.200012 526.424744
2.000000 1770.000000 2564.000000 922.799988 519.370056
1.996000 1765.599976 1114.226196 923.799988 502.707550
1.992000 1793.599976 864.627563 939.200012 157.712067
1.988000 1814.000122 854.807129 942.999939 544.302612
1.984000 1795.600220 2084.100830 939.199951 229.951721
1.980000 1811.199829 3360.178955 945.599976 562.248657
1.976000 1801.200073 1369.546143 936.000000 517.687500
1.972000 1797.599976 2736.827881 944.200012 302.711945
1.968000 1798.000122 2992.311035 935.200012 695.312195
1.964000 1774.799927 1568.219971 919.200073 1186.412842
1.960000 1813.200073 3222.494385 940.000000 434.375000
1.956000 1805.200073 1442.695557 943.400024 278.331421
1.952000 1817.199829 1130.531128 945.800049 201.080139
1.948000 1812.800049 1419.982910 943.599976 587.086060
