#T eMean sigmaE mMean sigmaM 
1.944000 1826.800049 2931.081543 952.200012 413.074249
1.940000 1827.199951 914.838440 948.200073 197.808609
1.936000 1824.399902 1409.746338 948.999939 341.115845
1.932000 1820.400024 1275.001099 946.400024 340.681274
1.928000 1856.000000 2208.000000 964.400024 277.342896
1.924000 1833.599976 685.629517 955.000000 158.625000
1.920000 1852.399902 1563.351807 964.600037 206.331848
1.916000 1834.000244 2246.604492 957.399963 300.997620
1.912000 1838.800049 1024.130371 955.399963 232.909973
1.908000 1832.800049 3522.480957 947.799927 606.923828
1.904000 1817.600098 5558.884766 940.199951 2336.489258
1.900000 1856.000000 2096.250000 964.599976 256.137085
1.896000 1857.200073 1142.387939 963.799988 191.521027
1.892000 1827.199951 1445.838379 949.000061 311.321655
1.888000 1860.400024 1012.249146 961.000061 244.882690
1.884000 1854.400146 2893.096680 963.599976 247.899551
1.880000 1871.200073 2866.535889 964.000000 782.375000
1.876000 1850.399902 2448.701416 963.399963 283.323059
1.872000 1869.600098 1094.724854 969.400024 147.967667
1.868000 1894.400024 2759.047607 976.999939 267.494263
1.864000 1871.199951 2872.992676 970.799988 259.383698
1.860000 1873.200073 2009.735596 970.799988 281.758698
1.856000 1905.199951 697.896057 978.400024 209.454727
1.852000 1888.400024 1492.097778 974.399963 187.148865
1.848000 1897.600098 662.369385 975.600037 155.818542
1.844000 1902.799927 646.938721 980.200012 56.311069
1.840000 1879.599976 2299.181885 972.799988 342.558746
1.836000 1902.400024 1386.147095 978.200012 195.611115
1.832000 1891.199951 1794.494629 974.799988 269.733795
1.828000 1906.399902 1501.912354 980.000000 171.125000
1.824000 1898.400024 1366.847290 978.400085 181.272797
1.820000 1885.200073 543.933838 972.800049 146.565002
1.816000 1873.599976 2106.131592 965.800049 516.328186
1.812000 1899.200073 600.581787 980.600037 77.505676
1.808000 1895.999878 3354.212891 978.599915 326.644745
1.804000 1912.000000 902.250000 982.000000 169.625000
1.800000 1908.000000 1526.250000 978.200012 239.548615
1.796000 1900.800049 991.174377 979.600037 124.518250
1.792000 1918.800049 998.372620 983.200012 132.110992
1.788000 1902.400024 1747.397095 978.399963 249.386658
1.784000 1903.199951 2405.445801 980.800049 284.951721
1.780000 1918.400024 1085.596313 986.000000 126.312500
1.776000 1908.399902 836.812744 980.600037 167.943176
1.772000 1905.599854 1812.198242 983.000061 210.567505
1.768000 1915.199951 706.397034 984.800049 96.051331
1.764000 1917.199951 765.347229 985.600098 90.947502
1.760000 1925.200073 684.677979 987.799988 59.621616
1.756000 1924.799805 1920.211914 988.400024 203.829239
1.752000 1920.799927 937.391357 985.800049 102.638733
1.748000 1924.400024 1963.046021 986.599976 224.863174
1.744000 1922.800049 962.972229 986.000000 129.562500
1.740000 1934.400146 787.073303 990.199951 96.556702
1.736000 1942.800049 275.220276 992.600037 75.167297
1.732000 1922.400146 2230.676758 983.199951 287.481018
1.728000 1950.000000 404.000000 997.600037 34.229435
1.724000 1936.000000 1564.750000 991.799988 129.096710
1.720000 1954.800049 845.019104 998.799988 57.771885
1.716000 1952.400024 1153.394653 995.400024 134.416397
1.712000 1938.400024 720.595337 991.399963 68.112610
1.708000 1938.000122 1370.026855 990.400085 168.483246
1.704000 1935.199951 1641.148926 990.400024 200.604141
1.700000 1941.999878 1297.474121 994.200012 130.648224
1.696000 1937.999878 1002.473145 990.800049 87.200745
1.692000 1946.800049 1113.569824 992.200012 135.573273
1.688000 1952.000000 1526.250000 996.399963 151.050476
1.684000 1949.200073 307.074463 995.000000 46.625000
1.680000 1961.599976 416.535767 1000.000061 45.565430
1.676000 1947.200073 274.374756 995.599915 43.185146
1.672000 1939.199951 764.299377 991.999939 84.121094
1.668000 1970.000000 343.750000 1002.000000 38.312500
1.664000 1949.599976 473.935181 996.199951 46.844784
1.660000 1963.599976 1729.385864 998.999939 217.059448
1.656000 1961.599854 1460.514648 997.400024 182.378799
1.652000 1960.399902 699.472900 997.000000 217.812500
1.648000 1962.800049 230.218323 1000.199951 26.807676
1.644000 1982.000000 583.250000 1005.799988 59.634556
1.640000 1955.200073 594.423584 997.399963 43.250553
1.636000 1954.000000 234.500000 997.000000 25.750000
1.632000 1975.599854 392.468781 1003.600037 35.716496
1.628000 1976.800049 1375.066895 1003.599915 164.024017
1.624000 1984.399780 642.262024 1005.400024 65.665909
1.620000 1979.999878 525.233398 1003.200073 149.613052
1.616000 1963.200073 1250.472412 1000.199951 134.745178
1.612000 1964.000122 630.270508 1000.000000 53.625000
1.608000 1958.800049 860.618713 997.600037 77.354431
1.604000 1983.199951 469.953674 1005.799927 42.944836
1.600000 1979.600098 1111.203369 1005.400024 94.478409
1.596000 1986.800049 668.565979 1007.000061 59.377075
1.592000 1978.800049 1212.866699 1003.600037 116.653992
1.588000 1988.800049 280.865784 1006.200012 99.535431
1.584000 1980.400024 273.243286 1004.000061 32.627441
1.580000 1991.599976 206.287247 1008.399902 15.261953
1.576000 1973.599976 634.386353 1002.599976 67.288956
1.572000 1976.000000 224.250000 1002.799988 24.184483
1.568000 1981.199951 224.503479 1005.399963 18.476137
1.564000 1982.799927 333.200439 1006.000000 27.250000
1.560000 1989.200195 182.082962 1007.799927 18.182627
1.556000 1992.000000 486.250000 1008.999939 39.560669
1.552000 1984.799927 323.000732 1006.999939 25.810425
1.548000 1995.599976 526.487427 1009.399963 48.963932
1.544000 1970.799927 506.148682 1002.599976 44.913956
1.540000 1997.599976 666.087524 1010.199951 53.996151
1.536000 1985.599976 208.486954 1006.199951 26.158262
1.532000 1998.000000 445.500000 1010.000000 40.750000
1.528000 1990.400146 602.006897 1007.199951 52.195858
1.524000 1986.000000 327.000000 1007.200012 24.072910
1.520000 1987.599854 462.822296 1007.600037 42.103703
1.516000 1998.400024 295.092407 1009.799988 17.234653
1.512000 1998.800049 140.864807 1010.799988 13.072178
1.508000 1982.800049 367.966370 1005.400085 39.043179
1.504000 2003.199951 373.705627 1011.200073 43.224377
1.500000 1988.000000 707.000000 1007.799927 52.432629
1.496000 1999.200073 533.567139 1010.799988 40.197178
1.492000 2009.599976 138.188126 1013.399963 17.764223
1.488000 1996.000000 361.750000 1009.000061 44.876831
1.484000 2015.199951 284.156799 1015.199890 22.745567
1.480000 1991.200195 238.782181 1007.599976 25.476700
1.476000 2000.000122 889.261719 1011.000061 68.814087
1.472000 2003.200073 155.716568 1012.200073 13.011728
1.468000 1997.599976 698.337524 1010.599976 54.439346
1.464000 1997.600098 362.099854 1010.000000 27.187500
1.460000 2011.199951 473.006409 1013.599976 47.089493
1.456000 1999.200195 286.579071 1011.200012 23.410313
1.452000 2007.599976 379.088013 1012.599976 38.476944
1.448000 2013.200073 118.465096 1014.400085 10.029140
1.444000 1999.600098 71.449455 1011.400024 6.428115
1.440000 2011.599976 119.788223 1014.000000 8.000000
1.436000 2019.200195 286.571259 1016.400024 21.365372
1.432000 2012.799927 249.204849 1015.000000 16.937500
1.428000 2009.599976 429.688110 1013.799988 30.709751
1.424000 2014.399902 846.033447 1015.000061 74.501099
1.420000 2019.999878 109.493164 1016.399963 7.926943
1.416000 2016.000122 185.007812 1015.000000 16.125000
1.412000 2006.400146 201.452194 1012.799988 16.872227
1.408000 2014.400024 413.291626 1014.799988 32.172276
1.404000 2020.799927 178.906021 1017.000000 12.250000
1.400000 2010.399902 554.732666 1014.200012 36.335239
1.396000 2025.599854 177.483444 1018.400024 11.015273
1.392000 2017.200073 319.864502 1015.799988 22.697300
1.388000 2021.999878 186.993652 1017.000061 14.438354
1.384000 2023.199951 127.457581 1017.200012 10.510166
1.380000 2020.800049 424.662659 1016.799988 32.097324
1.376000 2021.599976 122.288712 1017.000000 9.000000
1.372000 2021.199951 220.757385 1016.599976 19.302139
1.368000 2010.799927 432.404541 1014.000000 27.187500
1.364000 2021.199951 42.007381 1017.000000 3.375000
1.360000 2020.800049 107.662659 1016.799988 11.347324
1.356000 2026.800049 220.812073 1018.400024 16.640274
1.352000 2028.800049 130.111877 1019.199951 8.272031
1.348000 2019.599976 279.938599 1016.000000 27.937500
1.344000 2012.000000 124.500000 1014.399963 10.339297
1.340000 2028.000000 131.000000 1018.599976 15.214736
1.336000 2025.199951 77.157776 1018.199951 5.296934
1.332000 2021.199951 237.257385 1017.000000 17.812500
1.328000 2017.999878 113.492676 1015.799988 9.947300
1.324000 2031.600098 145.293198 1019.399963 11.339664
1.320000 2020.000000 217.250000 1016.399963 17.489443
1.316000 2027.200073 127.113045 1018.599976 8.902236
1.312000 2026.000122 138.005371 1017.800049 12.248105
1.308000 2028.000000 211.500000 1018.600037 17.527895
1.304000 2025.600098 173.494370 1018.200012 10.735142
1.300000 2027.600098 260.343994 1018.200012 18.735142
1.296000 2021.599976 176.538712 1017.000000 13.750000
1.292000 2027.199951 274.607971 1018.599976 19.339737
1.288000 2024.799927 133.756607 1018.199951 8.484433
1.284000 2027.199951 130.357971 1018.599976 10.464736
1.280000 2029.199951 64.558167 1018.800049 4.835508
1.276000 2033.600098 96.642815 1020.200012 7.560093
1.272000 2033.599976 42.639297 1020.000000 3.937500
1.268000 2038.399902 100.588127 1021.600037 6.240176
1.264000 2028.400024 106.840958 1018.799988 7.334873
1.260000 2024.000000 230.250000 1018.000000 14.437500
1.256000 2036.400024 103.940567 1020.600037 10.440249
1.252000 2036.399902 40.437733 1021.000061 3.187866
1.248000 2031.599976 110.289200 1019.799988 6.734898
1.244000 2028.800171 94.616562 1019.000000 6.625000
1.240000 2037.599976 13.589492 1021.400024 0.740127
1.236000 2034.400024 39.040665 1020.600037 2.315249
1.232000 2036.400024 74.690567 1020.799988 5.759922
1.228000 2034.400024 74.290665 1020.400024 5.415176
1.224000 2036.800049 117.561096 1021.199951 7.472227
1.220000 2030.799927 70.907478 1019.599976 4.702285
1.216000 2042.800049 38.460506 1022.600037 3.165102
1.212000 2034.799927 83.758064 1020.599976 5.689834
1.208000 2029.599854 141.934616 1019.200012 10.522617
1.204000 2040.000122 51.001953 1022.000061 3.125244
1.200000 2038.400024 61.340469 1021.599976 3.802383
1.196000 2036.800171 155.813828 1021.200073 9.660410
1.192000 2036.799927 28.808359 1021.200073 1.660410
1.188000 2040.000000 61.000000 1021.799988 5.159946
1.184000 2036.000000 105.500000 1021.000000 6.625000
1.180000 2042.400024 39.140274 1022.600037 2.352602
1.176000 2040.800171 43.662460 1022.200134 2.510483
1.172000 2041.200073 38.260998 1022.200073 2.635264
1.168000 2033.999878 158.246582 1020.400024 10.165175
1.164000 2036.000000 131.250000 1021.000000 8.125000
1.160000 2034.400024 90.290665 1020.400024 7.727676
1.156000 2035.199951 105.408752 1020.800049 6.447813
1.152000 2038.000000 55.500000 1021.400024 3.990127
1.148000 2033.200073 127.962166 1020.000000 9.562500
1.144000 2040.000000 51.250000 1022.000061 3.062744
1.140000 2039.600098 103.691643 1021.800049 6.722715
1.136000 2044.800049 41.260311 1023.200073 2.485117
1.132000 2038.800049 51.360897 1021.600037 3.740176
1.128000 2044.000244 53.751953 1023.000122 3.250244
1.124000 2040.000000 51.500000 1022.000061 3.062744
1.120000 2043.200073 28.210703 1022.800049 1.685117
1.116000 2043.200073 15.210703 1022.800049 0.810117
1.112000 2039.200073 82.561287 1021.800049 5.097715
1.108000 2043.600098 33.390858 1022.800049 2.497617
1.104000 2042.400146 64.391640 1022.600037 4.040102
1.100000 2040.800049 18.410704 1022.200073 0.885264
1.096000 2041.199951 39.009335 1022.200073 2.635264
1.092000 2043.200073 53.460705 1022.800049 3.247617
1.088000 2044.000122 15.750977 1023.000061 0.875122
1.084000 2042.000122 48.501465 1022.400085 3.752774
1.080000 2042.400024 39.140274 1022.600037 2.352602
1.076000 2041.599854 36.538124 1022.400024 2.065078
1.072000 2046.400146 9.940469 1023.600098 0.527578
1.068000 2046.400146 9.940469 1023.600098 0.465078
1.064000 2044.000000 16.000000 1023.000061 0.812622
1.060000 2042.400024 26.140274 1022.600037 1.477602
1.056000 2042.400146 38.641640 1022.600098 2.290273
1.052000 2044.800171 27.761093 1023.200073 1.672617
1.048000 2044.000000 29.000000 1023.000061 1.687622
1.044000 2042.400146 64.141640 1022.400024 6.252578
1.040000 2043.199951 28.459532 1022.800049 1.560117
1.036000 2046.400146 9.940469 1023.600098 0.465078
1.032000 2044.000122 41.500977 1023.000061 2.500122
1.028000 2046.400146 9.940469 1023.600098 0.527578
1.024000 2048.000244 -0.500000 1024.000122 -0.125000
1.020000 2044.000122 54.250977 1023.000061 3.312622
1.016000 2045.600098 13.240469 1023.400085 0.702603
1.012000 2042.400024 26.140274 1022.600098 1.415273
1.008000 2043.200073 66.460701 1022.800049 4.060117
1.004000 2044.000122 15.750977 1023.000122 0.750244
1.000000 2044.800049 15.260312 1023.200073 0.797617
0.996000 2044.000000 16.000000 1023.000061 0.875122
0.992000 2046.400146 9.940469 1023.600098 0.527578
0.988000 2047.200195 5.360312 1023.800110 0.210044
0.984000 2046.400146 9.940469 1023.600098 0.465078
0.980000 2042.399902 26.638906 1022.600037 1.477602
0.976000 2046.400146 9.940469 1023.600098 0.527578
0.972000 2046.400146 9.940469 1023.600098 0.527578
0.968000 2045.200195 38.161095 1023.200073 3.297617
0.964000 2044.800171 27.761093 1023.200073 1.672617
0.960000 2047.200195 5.360312 1023.800110 0.210044
0.956000 2046.400146 9.940469 1023.600098 0.527578
0.952000 2046.400146 9.940469 1023.600098 0.465078
0.948000 2047.200195 5.360312 1023.800110 0.210044
0.944000 2044.800049 28.260313 1023.200073 1.672617
0.940000 2045.600098 13.240469 1023.400085 0.702603
0.936000 2048.000244 -0.500000 1024.000122 -0.125000
0.932000 2045.600098 13.240469 1023.400085 0.702603
0.928000 2046.400146 9.940469 1023.600098 0.527578
0.924000 2046.400146 9.940469 1023.600098 0.527578
0.920000 2045.600098 13.240469 1023.400085 0.702603
0.916000 2046.400146 9.940469 1023.600098 0.527578
0.912000 2046.400146 9.940469 1023.600098 0.527578
0.908000 2048.000244 -0.500000 1024.000122 -0.125000
0.904000 2046.400146 9.940469 1023.600098 0.465078
0.900000 2048.000244 -0.500000 1024.000122 -0.125000
0.896000 2047.200195 5.360312 1023.800110 0.210044
0.892000 2047.200195 5.360312 1023.800110 0.210044
0.888000 2045.600098 13.240469 1023.400085 0.702603
0.884000 2047.200195 5.360312 1023.800110 0.210044
0.880000 2046.400269 22.440859 1023.600098 1.340078
0.876000 2047.200195 5.360312 1023.800110 0.272544
0.872000 2047.200195 5.360312 1023.800110 0.210044
0.868000 2048.000244 -0.500000 1024.000122 -0.125000
0.864000 2046.400146 9.940469 1023.600098 0.527578
0.860000 2047.200195 5.360312 1023.800110 0.210044
0.856000 2046.400146 9.940469 1023.600098 0.527578
0.852000 2047.200195 5.360312 1023.800110 0.210044
0.848000 2048.000244 -0.500000 1024.000122 -0.125000
0.844000 2047.200195 5.360312 1023.800110 0.272544
0.840000 2047.200195 5.360312 1023.800110 0.210044
0.836000 2047.200195 5.360312 1023.800110 0.210044
0.832000 2047.200195 5.360312 1023.800110 0.210044
0.828000 2047.200195 5.360312 1023.800110 0.210044
0.824000 2047.200195 5.360312 1023.800110 0.210044
0.820000 2048.000244 -0.500000 1024.000122 -0.125000
0.816000 2048.000244 -0.500000 1024.000122 -0.125000
0.812000 2048.000244 -0.500000 1024.000122 -0.125000
0.808000 2048.000244 -0.500000 1024.000122 -0.125000
0.804000 2047.200195 5.360312 1023.800110 0.210044
0.800000 2048.000244 -0.500000 1024.000122 -0.125000
0.796000 2048.000244 -0.500000 1024.000122 -0.125000
0.792000 2047.200195 5.360312 1023.800110 0.210044
0.788000 2048.000244 -0.500000 1024.000122 -0.125000
0.784000 2048.000244 -0.500000 1024.000122 -0.125000
0.780000 2048.000244 -0.500000 1024.000122 -0.125000
0.776000 2046.400146 9.940469 1023.600098 0.465078
0.772000 2047.200195 5.360312 1023.800110 0.272544
0.768000 2048.000244 -0.500000 1024.000122 -0.125000
0.764000 2048.000244 -0.500000 1024.000122 -0.125000
0.760000 2048.000244 -0.500000 1024.000122 -0.125000
0.756000 2047.200195 5.360312 1023.800110 0.210044
0.752000 2048.000244 -0.500000 1024.000122 -0.125000
0.748000 2047.200195 5.360312 1023.800110 0.210044
0.744000 2048.000244 -0.500000 1024.000122 -0.125000
0.740000 2048.000244 -0.500000 1024.000122 -0.125000
0.736000 2048.000244 -0.500000 1024.000122 -0.125000
0.732000 2048.000244 -0.500000 1024.000122 -0.125000
0.728000 2047.200195 5.360312 1023.800110 0.210044
0.724000 2048.000244 -0.500000 1024.000122 -0.125000
0.720000 2048.000244 -0.500000 1024.000122 -0.125000
0.716000 2048.000244 -0.500000 1024.000122 -0.125000
0.712000 2048.000244 -0.500000 1024.000122 -0.125000
0.708000 2048.000244 -0.500000 1024.000122 -0.125000
0.704000 2048.000244 -0.500000 1024.000122 -0.125000
0.700000 2048.000244 -0.500000 1024.000122 -0.125000
0.696000 2047.200195 5.360312 1023.800110 0.210044
0.692000 2048.000244 -0.500000 1024.000122 -0.125000
0.688000 2048.000244 -0.500000 1024.000122 -0.125000
0.684000 2048.000244 -0.500000 1024.000122 -0.125000
0.680000 2048.000244 -0.500000 1024.000122 -0.125000
0.676000 2048.000244 -0.500000 1024.000122 -0.125000
0.672000 2048.000244 -0.500000 1024.000122 -0.125000
0.668000 2048.000244 -0.500000 1024.000122 -0.125000
0.664000 2047.200195 5.360312 1023.800110 0.210044
0.660000 2048.000244 -0.500000 1024.000122 -0.125000
0.656000 2048.000244 -0.500000 1024.000122 -0.125000
0.652000 2048.000244 -0.500000 1024.000122 -0.125000
0.648000 2048.000244 -0.500000 1024.000122 -0.125000
0.644000 2048.000244 -0.500000 1024.000122 -0.125000
0.640000 2048.000244 -0.500000 1024.000122 -0.125000
0.636000 2048.000244 -0.500000 1024.000122 -0.125000
0.632000 2048.000244 -0.500000 1024.000122 -0.125000
0.628000 2048.000244 -0.500000 1024.000122 -0.125000
0.624000 2048.000244 -0.500000 1024.000122 -0.125000
0.620000 2048.000244 -0.500000 1024.000122 -0.125000
0.616000 2048.000244 -0.500000 1024.000122 -0.125000
0.612000 2048.000244 -0.500000 1024.000122 -0.125000
0.608000 2048.000244 -0.500000 1024.000122 -0.125000
0.604000 2048.000244 -0.500000 1024.000122 -0.125000
0.600000 2048.000244 -0.500000 1024.000122 -0.125000
0.596000 2048.000244 -0.500000 1024.000122 -0.125000
0.592000 2048.000244 -0.500000 1024.000122 -0.125000
0.588000 2048.000244 -0.500000 1024.000122 -0.125000
0.584000 2048.000244 -0.500000 1024.000122 -0.125000
0.580000 2048.000244 -0.500000 1024.000122 -0.125000
0.576000 2048.000244 -0.500000 1024.000122 -0.125000
0.572000 2048.000244 -0.500000 1024.000122 -0.125000
0.568000 2048.000244 -0.500000 1024.000122 -0.125000
0.564000 2048.000244 -0.500000 1024.000122 -0.125000
0.560000 2048.000244 -0.500000 1024.000122 -0.125000
0.556000 2048.000244 -0.500000 1024.000122 -0.125000
0.552000 2048.000244 -0.500000 1024.000122 -0.125000
0.548000 2048.000244 -0.500000 1024.000122 -0.125000
0.544000 2048.000244 -0.500000 1024.000122 -0.125000
0.540000 2048.000244 -0.500000 1024.000122 -0.125000
0.536000 2048.000244 -0.500000 1024.000122 -0.125000
0.532000 2048.000244 -0.500000 1024.000122 -0.125000
0.528000 2048.000244 -0.500000 1024.000122 -0.125000
0.524000 2048.000244 -0.500000 1024.000122 -0.125000
0.520000 2048.000244 -0.500000 1024.000122 -0.125000
0.516000 2048.000244 -0.500000 1024.000122 -0.125000
0.512000 2048.000244 -0.500000 1024.000122 -0.125000
0.508000 2048.000244 -0.500000 1024.000122 -0.125000
0.504000 2048.000244 -0.500000 1024.000122 -0.125000
0.500000 2048.000244 -0.500000 1024.000122 -0.125000
0.496000 2048.000244 -0.500000 1024.000122 -0.125000
0.492000 2048.000244 -0.500000 1024.000122 -0.125000
0.488000 2048.000244 -0.500000 1024.000122 -0.125000
0.484000 2048.000244 -0.500000 1024.000122 -0.125000
0.480000 2048.000244 -0.500000 1024.000122 -0.125000
0.476000 2048.000244 -0.500000 1024.000122 -0.125000
0.472000 2048.000244 -0.500000 1024.000122 -0.125000
0.468000 2048.000244 -0.500000 1024.000122 -0.125000
0.464000 2048.000244 -0.500000 1024.000122 -0.125000
0.460000 2048.000244 -0.500000 1024.000122 -0.125000
0.456000 2048.000244 -0.500000 1024.000122 -0.125000
0.452000 2048.000244 -0.500000 1024.000122 -0.125000
0.448000 2048.000244 -0.500000 1024.000122 -0.125000
0.444000 2048.000244 -0.500000 1024.000122 -0.125000
0.440000 2048.000244 -0.500000 1024.000122 -0.125000
0.436000 2048.000244 -0.500000 1024.000122 -0.125000
0.432000 2048.000244 -0.500000 1024.000122 -0.125000
0.428000 2048.000244 -0.500000 1024.000122 -0.125000
0.424000 2048.000244 -0.500000 1024.000122 -0.125000
0.420000 2048.000244 -0.500000 1024.000122 -0.125000
0.416000 2048.000244 -0.500000 1024.000122 -0.125000
0.412000 2048.000244 -0.500000 1024.000122 -0.125000
0.408000 2048.000244 -0.500000 1024.000122 -0.125000
0.404000 2048.000244 -0.500000 1024.000122 -0.125000
0.400000 2048.000244 -0.500000 1024.000122 -0.125000
0.396000 2048.000244 -0.500000 1024.000122 -0.125000
0.392000 2048.000244 -0.500000 1024.000122 -0.125000
0.388000 2048.000244 -0.500000 1024.000122 -0.125000
0.384000 2048.000244 -0.500000 1024.000122 -0.125000
0.380000 2048.000244 -0.500000 1024.000122 -0.125000
0.376000 2048.000244 -0.500000 1024.000122 -0.125000
0.372000 2048.000244 -0.500000 1024.000122 -0.125000
0.368000 2048.000244 -0.500000 1024.000122 -0.125000
0.364000 2048.000244 -0.500000 1024.000122 -0.125000
0.360000 2048.000244 -0.500000 1024.000122 -0.125000
0.356000 2048.000244 -0.500000 1024.000122 -0.125000
0.352000 2048.000244 -0.500000 1024.000122 -0.125000
0.348000 2048.000244 -0.500000 1024.000122 -0.125000
0.344000 2048.000244 -0.500000 1024.000122 -0.125000
0.340000 2048.000244 -0.500000 1024.000122 -0.125000
0.336000 2048.000244 -0.500000 1024.000122 -0.125000
0.332000 2048.000244 -0.500000 1024.000122 -0.125000
0.328000 2048.000244 -0.500000 1024.000122 -0.125000
0.324000 2048.000244 -0.500000 1024.000122 -0.125000
0.320000 2048.000244 -0.500000 1024.000122 -0.125000
0.316000 2048.000244 -0.500000 1024.000122 -0.125000
0.312000 2048.000244 -0.500000 1024.000122 -0.125000
0.308000 2048.000244 -0.500000 1024.000122 -0.125000
0.304000 2048.000244 -0.500000 1024.000122 -0.125000
0.300000 2048.000244 -0.500000 1024.000122 -0.125000
0.296000 2048.000244 -0.500000 1024.000122 -0.125000
0.292000 2048.000244 -0.500000 1024.000122 -0.125000
0.288000 2048.000244 -0.500000 1024.000122 -0.125000
0.284000 2048.000244 -0.500000 1024.000122 -0.125000
0.280000 2048.000244 -0.500000 1024.000122 -0.125000
0.276000 2048.000244 -0.500000 1024.000122 -0.125000
0.272000 2048.000244 -0.500000 1024.000122 -0.125000
0.268000 2048.000244 -0.500000 1024.000122 -0.125000
0.264000 2048.000244 -0.500000 1024.000122 -0.125000
0.260000 2048.000244 -0.500000 1024.000122 -0.125000
0.256000 2048.000244 -0.500000 1024.000122 -0.125000
0.252000 2048.000244 -0.500000 1024.000122 -0.125000
0.248000 2048.000244 -0.500000 1024.000122 -0.125000
0.244000 2048.000244 -0.500000 1024.000122 -0.125000
0.240000 2048.000244 -0.500000 1024.000122 -0.125000
0.236000 2048.000244 -0.500000 1024.000122 -0.125000
0.232000 2048.000244 -0.500000 1024.000122 -0.125000
0.228000 2048.000244 -0.500000 1024.000122 -0.125000
0.224000 2048.000244 -0.500000 1024.000122 -0.125000
0.220000 2048.000244 -0.500000 1024.000122 -0.125000
0.216000 2048.000244 -0.500000 1024.000122 -0.125000
0.212000 2048.000244 -0.500000 1024.000122 -0.125000
0.208000 2048.000244 -0.500000 1024.000122 -0.125000
0.204000 2048.000244 -0.500000 1024.000122 -0.125000
0.200000 2048.000244 -0.500000 1024.000122 -0.125000
0.196000 2048.000244 -0.500000 1024.000122 -0.125000
0.192000 2048.000244 -0.500000 1024.000122 -0.125000
0.188000 2048.000244 -0.500000 1024.000122 -0.125000
0.184000 2048.000244 -0.500000 1024.000122 -0.125000
0.180000 2048.000244 -0.500000 1024.000122 -0.125000
0.176000 2048.000244 -0.500000 1024.000122 -0.125000
0.172000 2048.000244 -0.500000 1024.000122 -0.125000
0.168000 2048.000244 -0.500000 1024.000122 -0.125000
0.164000 2048.000244 -0.500000 1024.000122 -0.125000
0.160000 2048.000244 -0.500000 1024.000122 -0.125000
0.156000 2048.000244 -0.500000 1024.000122 -0.125000
0.152000 2048.000244 -0.500000 1024.000122 -0.125000
0.148000 2048.000244 -0.500000 1024.000122 -0.125000
0.144000 2048.000244 -0.500000 1024.000122 -0.125000
0.140000 2048.000244 -0.500000 1024.000122 -0.125000
0.136000 2048.000244 -0.500000 1024.000122 -0.125000
0.132000 2048.000244 -0.500000 1024.000122 -0.125000
0.128000 2048.000244 -0.500000 1024.000122 -0.125000
0.124000 2048.000244 -0.500000 1024.000122 -0.125000
0.120000 2048.000244 -0.500000 1024.000122 -0.125000
0.116000 2048.000244 -0.500000 1024.000122 -0.125000
0.112000 2048.000244 -0.500000 1024.000122 -0.125000
0.108000 2048.000244 -0.500000 1024.000122 -0.125000
0.104000 2048.000244 -0.500000 1024.000122 -0.125000
0.100000 2048.000244 -0.500000 1024.000122 -0.125000
0.096000 2048.000244 -0.500000 1024.000122 -0.125000
0.092000 2048.000244 -0.500000 1024.000122 -0.125000
0.088000 2048.000244 -0.500000 1024.000122 -0.125000
0.084000 2048.000244 -0.500000 1024.000122 -0.125000
0.080000 2048.000244 -0.500000 1024.000122 -0.125000
0.076000 2048.000244 -0.500000 1024.000122 -0.125000
0.072000 2048.000244 -0.500000 1024.000122 -0.125000
0.068000 2048.000244 -0.500000 1024.000122 -0.125000
0.064000 2048.000244 -0.500000 1024.000122 -0.125000
0.060000 2048.000244 -0.500000 1024.000122 -0.125000
0.056000 2048.000244 -0.500000 1024.000122 -0.125000
0.052000 2048.000244 -0.500000 1024.000122 -0.125000
0.048000 2048.000244 -0.500000 1024.000122 -0.125000
0.044000 2048.000244 -0.500000 1024.000122 -0.125000
0.040000 2048.000244 -0.500000 1024.000122 -0.125000
0.036000 2048.000244 -0.500000 1024.000122 -0.125000
0.032000 2048.000244 -0.500000 1024.000122 -0.125000
0.028000 2048.000244 -0.500000 1024.000122 -0.125000
0.024000 2048.000244 -0.500000 1024.000122 -0.125000
0.020000 2048.000244 -0.500000 1024.000122 -0.125000
0.016000 2048.000244 -0.500000 1024.000122 -0.125000
0.012000 2048.000244 -0.500000 1024.000122 -0.125000
0.008000 2048.000244 -0.500000 1024.000122 -0.125000
0.004000 2048.000244 -0.500000 1024.000122 -0.125000
